name,selling_price,km_driven,fuel,transmission,owner,mileage,engine,torque,seats,max_power_hp,car_age,predicted_price,Make,Model
Toyota Innova 2.5 VX (Diesel) 7 Seater,1150000,40000,2.0,0,1,12.99,2494,200.0,7.0,100.6,9,949406.5350000003,24,74
Jaguar XF 3.0 Litre S Premium Luxury,3500000,35000,2.0,1,1,14.74,2993,600.0,5.0,270.9,8,3186414.000000001,11,136
Volkswagen Vento Diesel Highline,280000,120000,2.0,0,2,20.54,1598,250.0,5.0,103.6,12,205687.69199999998,25,129
Hyundai Verna 1.6 SX,420000,100000,2.0,0,2,22.32,1582,259.8,5.0,126.32,12,308531.538,9,132
Fiat Linea 1.3 Multijet Active,375000,67000,2.0,0,1,20.4,1248,209.0,5.0,91.7,9,353816.10000000003,5,81
Maruti Ritz ZDi,300000,100000,2.0,0,2,23.2,1248,190.0,5.0,73.94,11,255176.46000000002,17,105
Isuzu D-Max V-Cross Z Prestige,1900000,30000,2.0,1,1,12.4,1999,350.0,5.0,147.9,5,1867362.7500000005,10,40
Tata Nexon 1.2 Revotron XM,537000,5000,3.0,0,1,17.0,1198,170.0,5.0,108.5,4,537000.0,23,90
Maruti Ertiga VDI,350000,140000,2.0,0,1,20.77,1248,200.0,7.0,88.76,12,327476.45700000005,17,53
Hyundai Elite i20 Sportz Plus BSIV,700000,19000,3.0,0,1,18.6,1197,117.0,5.0,81.86,5,700000.0,9,50
Maruti Ertiga SHVS VDI,849000,44600,2.0,0,1,24.52,1248,200.0,7.0,88.5,7,849000.0,17,53
Volkswagen Polo GT TSI BSIV,574000,28080,3.0,1,1,0.0,1197,175.0,5.0,103.25,10,574000.0,25,97
Hyundai i20 Magna 1.2,484999,28800,3.0,0,1,18.6,1197,114.7,5.0,81.83,10,484999.0,9,148
Renault KWID RXT,360000,21900,3.0,0,1,20.71,799,72.0,5.0,53.26,6,360000.0,21,77
Volkswagen Polo GT TSI BSIV,575000,28100,3.0,1,1,0.0,1197,175.0,5.0,103.25,10,575000.0,25,97
Honda City i DTEC S,550000,110000,2.0,0,2,26.0,1498,200.0,5.0,98.6,10,495342.5400000001,8,32
Hyundai i20 Asta 1.4 CRDi,700000,100000,2.0,0,1,22.54,1396,219.7,5.0,88.73,8,660456.7200000001,9,148
Maruti Swift Dzire AMT VDI,825000,7673,2.0,1,1,28.4,1248,190.0,5.0,74.02,5,825000.0,17,122
Maruti Swift Dzire AMT ZDI Plus,851000,50000,2.0,1,1,28.4,1248,190.0,5.0,74.02,6,851000.0,17,122
Hyundai Verna 1.4 VTVT,550000,40000,3.0,0,1,17.43,1396,135.3,5.0,105.5,10,550000.0,9,132
Maruti Ertiga SHVS VDI,890000,40000,2.0,0,1,24.52,1248,200.0,7.0,88.5,8,890000.0,17,53
Chevrolet Beat Diesel LS,210000,96272,2.0,0,1,25.44,936,150.0,5.0,57.6,11,156508.22880000004,3,21
Ford Aspire Titanium BSIV,675000,7000,3.0,0,1,19.4,1194,120.0,5.0,94.93,5,675000.0,7,14
Hyundai i20 Active 1.4 SX with AVN,715000,60000,2.0,0,1,21.19,1396,219.66,5.0,88.73,7,674609.3640000002,9,148
Tata Indigo CS eVX,227999,60000,2.0,0,2,25.0,1396,140.0,5.0,69.01,11,193933.2590118,23,73
Maruti Wagon R VXI BS IV,400000,22500,3.0,0,1,20.51,998,90.0,5.0,67.04,9,400000.0,17,135
Maruti Vitara Brezza ZDi AMT,925000,7400,2.0,1,1,24.3,1248,200.0,5.0,88.5,4,925000.0,17,133
Maruti Swift Dzire VXi,275000,70000,3.0,0,3,17.5,1298,114.0,5.0,85.8,13,204208.67500000005,17,122
Maruti SX4 VDI,325000,175000,2.0,0,2,21.5,1248,200.0,5.0,88.8,12,276441.16500000004,17,109
Hyundai Verna 1.6 SX CRDi (O),645000,150360,2.0,0,1,22.32,1582,259.8,5.0,126.32,10,525577.734,9,132
Maruti Alto K10 LXI,180000,70000,3.0,0,1,20.92,998,90.0,5.0,67.1,13,155331.47520000004,17,10
Maruti Ertiga VDI,450000,120000,2.0,0,2,20.77,1248,200.0,7.0,88.76,11,401902.9245,17,53
Tata Sumo Gold GX,310000,145000,2.0,0,1,15.3,2956,250.0,7.0,83.83,11,241708.81350000008,23,119
Maruti Alto LXi,122000,110000,3.0,0,4,19.7,796,62.0,5.0,46.3,13,71781.96960000001,17,10
Hyundai i10 Sportz,215000,100000,3.0,0,3,20.36,1197,111.8,5.0,78.9,13,191584.866,9,147
Hyundai EON Era,250000,42130,3.0,0,1,21.1,814,74.5,5.0,55.2,11,250000.0,9,44
Maruti Ritz LXI,180000,53000,3.0,0,2,21.1,1197,114.0,5.0,85.8,14,177280.48800000004,17,105
Maruti Baleno Sigma,556000,10000,3.0,0,1,21.01,1197,113.0,5.0,81.8,5,556000.0,17,20
Maruti Swift Dzire VXI Optional,550000,37000,3.0,0,1,20.85,1197,115.0,5.0,83.14,8,550000.0,17,122
Toyota Etios Liva 1.2 V Dual Tone,549000,35000,3.0,0,1,17.71,1197,104.0,5.0,78.9,7,549000.0,24,54
Hyundai i20 2015-2017 Asta 1.2,630000,50000,3.0,0,1,18.6,1197,114.7,5.0,81.83,8,630000.0,9,148
Hyundai Creta 1.6 CRDi SX,1125000,47000,2.0,0,2,19.67,1582,259.9,5.0,126.2,7,810219.375,9,37
Honda City i-DTEC ZX,1050000,50000,2.0,0,1,25.6,1498,200.0,5.0,97.9,7,1050000.0,8,32
Tata Zest Quadrajet 1.3 XMS,450000,57000,2.0,0,1,23.0,1248,200.0,5.0,88.7,9,424579.3200000001,23,146
Maruti Wagon R VXI BS IV,210000,43000,3.0,0,1,18.9,998,90.0,5.0,67.1,14,177666.72000000006,17,135
Maruti Swift Dzire VXI,470000,60000,3.0,0,1,19.1,1197,114.0,5.0,85.8,10,427889.8800000002,17,122
Hyundai i20 Asta 1.4 CRDi,550000,40000,2.0,0,1,22.54,1396,219.7,5.0,88.73,9,550000.0,9,148
Maruti A-Star Vxi,204999,60000,3.0,0,1,19.0,998,90.0,5.0,66.1,13,147420.3568728,17,4
Honda City i VTEC CVT VX,950000,30000,3.0,1,1,18.0,1497,145.0,5.0,117.3,9,950000.0,8,32
Hyundai i20 Asta Option 1.4 CRDi,550000,160000,2.0,0,2,22.54,1396,219.7,5.0,88.73,9,495342.5400000001,9,148
Volkswagen Polo Diesel Trendline 1.2L,280000,90000,2.0,0,3,22.07,1199,180.0,5.0,73.9,11,215482.344,25,97
Maruti Ciaz ZDi Plus SHVS,630000,70000,2.0,0,2,28.09,1248,200.0,5.0,88.5,9,567392.3640000001,17,31
Mahindra Xylo D4,320000,120000,2.0,0,1,14.95,2489,218.0,7.0,93.7,10,237764.41920000003,16,142
Hyundai EON Era Plus,225000,75000,3.0,0,2,21.1,814,74.5,5.0,55.2,11,185338.69200000004,9,44
Maruti Swift Dzire VDi,380000,70000,2.0,0,3,19.3,1248,190.0,5.0,73.9,12,243700.27,17,122
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,600000,29000,2.0,0,1,22.0,1498,250.0,5.0,108.495,7,600000.0,25,12
Hyundai Verna SX CRDi AT,500000,90000,2.0,1,1,19.08,1582,259.8,5.0,126.32,12,371288.5000000001,9,132
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,550000,138000,2.0,0,1,22.77,1498,205.0,5.0,98.59,9,518930.2800000001,7,46
Hyundai Verna 1.6 CRDI,475000,125000,2.0,0,3,22.32,1582,259.9,5.0,126.3,11,315702.6225,9,132
Honda City i DTEC S,615000,120000,2.0,0,2,26.0,1498,200.0,5.0,98.6,9,553883.0220000001,8,32
Tata Zest Revotron 1.2T XMS,500000,20000,3.0,0,1,17.57,1193,140.0,5.0,88.7,9,500000.0,23,146
Renault Duster 85PS Diesel RxL Option,450000,80000,2.0,0,1,19.87,1461,200.0,5.0,83.8,12,334159.65,21,41
Toyota Innova 2.5 Z Diesel 7 Seater,969999,110000,2.0,0,2,12.99,2494,200.0,7.0,100.6,10,687962.5321095451,24,74
Hyundai Verna 1.6 SX CRDi (O),580000,80000,2.0,0,2,22.32,1582,259.8,5.0,126.32,11,426067.36199999996,9,132
Toyota Platinum Etios 1.4 GXD,550000,40000,2.0,0,1,23.59,1364,170.0,5.0,67.05,7,550000.0,24,96
Honda WR-V i-VTEC S,780000,30000,3.0,0,1,17.5,1199,110.0,5.0,88.7,6,780000.0,8,134
Ford Fiesta 1.5 TDCi Titanium,500000,80000,2.0,0,1,25.01,1498,204.0,5.0,89.75,10,471754.8000000001,7,56
Skoda Laura Ambiente 2.0 TDI CR MT,270000,140000,2.0,0,2,20.0,1968,250.0,5.0,108.5,13,165284.7525,22,80
Maruti Alto K10 VXI,335000,25000,3.0,0,1,23.95,998,90.0,5.0,67.05,7,335000.0,17,10
Maruti Swift Dzire VDI,755000,20000,2.0,0,1,28.4,1248,190.0,5.0,74.02,7,755000.0,17,122
Hyundai i20 Active SX Diesel,651000,42323,2.0,0,1,21.19,1396,219.66,5.0,88.76,8,651000.0,9,148
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,690000,32000,2.0,0,1,25.1,1248,200.0,5.0,88.5,8,690000.0,17,108
Mahindra Bolero B4,445000,40200,2.0,0,1,21.0,1498,210.0,7.0,74.96,9,445000.0,16,22
Ford Ecosport Sports Diesel,475000,48000,2.0,0,2,21.7,1498,215.0,5.0,98.96,11,475000.0,7,47
Honda Amaze E Diesel BSIV,465000,27233,2.0,0,1,27.4,1498,200.0,5.0,98.63,10,465000.0,8,11
Tata Sumo EX,445000,63000,2.0,0,1,15.3,2956,250.0,9.0,83.8,8,367379.05050000007,23,119
Mahindra Bolero B4,445000,62000,2.0,0,1,21.0,1498,210.0,7.0,74.96,9,440854.8606000001,16,22
Tata New Safari 3L Dicor LX 4x2,450000,68240,2.0,0,1,13.93,2956,320.0,7.0,138.1,12,315780.86925,23,89
Maruti Wagon R VXI,200000,35000,3.0,0,1,18.9,998,90.0,5.0,67.1,14,169206.40000000002,17,135
Maruti Swift Dzire LXI,611000,9000,3.0,0,1,19.1,1197,114.0,5.0,85.8,6,611000.0,17,122
Hyundai Creta 1.6 CRDi Anniversary Edition,819999,39000,2.0,0,1,19.67,1582,259.9,5.0,126.2,8,618681.04551,9,37
Hyundai Creta 1.4 CRDi S,825000,39000,2.0,0,1,21.38,1396,219.7,5.0,88.7,8,825000.0,9,37
Ford Ecosport 1.5 Diesel Titanium,599000,92651,2.0,0,1,21.7,1498,215.0,5.0,98.96,9,565162.2504,7,47
Hyundai EON Magna Plus,340000,30000,3.0,0,1,21.1,814,74.5,5.0,55.2,7,340000.0,9,44
Hyundai Creta 1.6 CRDi SX,1237000,46000,2.0,0,1,19.67,1582,259.9,5.0,126.2,6,933304.13,9,37
Volkswagen Polo Diesel Highline 1.2L,350000,70000,2.0,0,2,22.07,1199,180.0,5.0,73.9,11,297705.87,25,97
Maruti Swift ZXI Plus,695000,40000,3.0,0,1,22.0,1197,113.0,5.0,81.8,6,695000.0,17,122
Maruti Alto 800 VXI,270000,40000,3.0,0,1,22.74,796,69.0,5.0,47.3,9,270000.0,17,10
Maruti Ertiga SHVS VDI,790000,120000,2.0,0,1,24.52,1248,200.0,7.0,88.5,8,782641.2132000002,17,53
Maruti Swift Dzire AMT VXI,635000,120000,3.0,1,1,21.21,1197,113.0,5.0,81.8,7,635000.0,17,122
Mahindra Bolero 2011-2019 ZLX,540000,110000,2.0,0,2,15.96,2523,195.0,7.0,62.1,9,425544.27300000004,16,22
Renault Pulse RxZ,265000,67000,2.0,0,2,23.08,1461,160.0,5.0,63.12,12,225405.87300000005,21,98
Hyundai Verna 1.6 CRDI,409999,100000,2.0,0,2,22.32,1582,259.9,5.0,126.3,12,301184.81440110004,9,132
Toyota Etios GD,525000,80000,2.0,0,2,23.59,1364,170.0,5.0,67.05,9,472826.97000000003,24,54
Maruti Vitara Brezza ZDi Plus Dual Tone,925000,50000,2.0,0,1,24.3,1248,200.0,5.0,88.5,7,925000.0,17,133
Renault Lodgy 85PS RxE 7 Seater,690000,65000,2.0,0,2,21.04,1461,200.0,7.0,83.8,7,652501.2186000001,21,82
Maruti Ertiga VDI,560000,200000,2.0,0,2,20.77,1248,200.0,7.0,88.76,12,500145.8616,17,53
Maruti Ciaz Zeta Diesel,950000,7500,2.0,0,1,28.09,1248,200.0,5.0,88.5,6,950000.0,17,31
Renault Lodgy 85PS RxE 7 Seater,695000,65000,2.0,0,2,21.04,1461,200.0,7.0,83.8,7,657229.4883000001,21,82
Maruti Swift VXI,450000,35000,3.0,0,2,18.6,1197,114.0,5.0,85.8,11,434511.0000000001,17,122
Maruti Alto K10 LXI,300000,30000,3.0,0,1,23.95,998,90.0,5.0,67.05,7,300000.0,17,10
Maruti Alto LXi,200000,50000,3.0,0,2,19.7,796,62.0,5.0,46.3,12,161515.2,17,10
Hyundai i20 2015-2017 Sportz 1.2,666000,13000,3.0,0,1,18.6,1197,114.7,5.0,81.83,7,666000.0,9,148
Honda WR-V i-DTEC VX,834000,30000,2.0,0,1,25.5,1498,200.0,5.0,98.6,6,834000.0,8,134
Mahindra Bolero 2011-2019 SLX,430000,120000,2.0,0,1,15.96,2523,195.0,7.0,62.1,12,335273.51550000004,16,22
Hyundai EON Era Plus,240000,70000,3.0,0,1,21.1,814,74.5,5.0,55.2,10,219291.49440000005,9,44
Skoda Rapid 1.6 TDI Elegance,425000,90000,2.0,0,1,20.5,1598,250.0,5.0,103.5,12,327071.41500000004,22,103
Chevrolet Beat LT,150000,100000,3.0,0,3,18.6,1199,108.0,5.0,79.4,13,111386.55,3,21
Hyundai EON D Lite Plus,215000,40000,3.0,0,1,21.1,814,74.5,5.0,55.2,10,215000.0,9,44
Maruti Omni LPG CARGO BSIII W IMMOBILISER,54000,144000,1.0,0,2,10.9,796,57.0,5.0,32.8,17,27598.616136000004,17,92
Hyundai Grand i10 AT Sportz,374000,54043,3.0,1,1,18.9,1197,113.75,5.0,81.86,10,374000.0,9,66
Hyundai Verna 1.6 SX CRDI (O) AT,549000,66657,2.0,1,1,22.32,1582,259.8,5.0,126.32,12,489209.7276,9,132
Tata Indigo CS LS (TDI) BS-III,390000,42000,2.0,0,2,19.09,1405,135.0,5.0,69.01,8,325224.9,23,73
Hyundai i20 Asta Optional with Sunroof 1.2,455999,35582,3.0,0,1,18.5,1197,113.7,5.0,82.85,11,455999.0,9,148
Volkswagen Polo GT TSI,453000,54327,3.0,1,2,17.2,1197,175.0,5.0,103.6,11,430501.30200000014,25,97
Volkswagen Ameo 1.2 MPI Highline,579000,7949,3.0,0,1,17.0,1198,110.0,5.0,73.75,8,579000.0,25,12
Hyundai i10 Sportz 1.2 AT,258000,59734,3.0,1,1,16.95,1197,111.8,5.0,78.9,14,256861.70400000009,9,147
Honda City S,428000,49185,3.0,0,1,16.8,1497,146.0,5.0,116.4,12,428000.0,8,32
Hyundai i10 Magna,262000,56389,3.0,0,1,20.36,1197,111.7,5.0,78.9,13,262000.0,9,147
Volkswagen Polo Petrol Highline 1.2L,389000,58245,3.0,0,1,16.47,1198,110.0,5.0,73.9,11,334472.3140000001,25,97
Honda Jazz Basic,339000,42535,3.0,0,1,16.7,1198,110.0,5.0,88.8,13,339000.0,8,75
Hyundai i10 Sportz AT,272000,40736,3.0,1,1,16.95,1197,111.8,5.0,78.9,13,272000.0,9,147
Maruti Swift VXI,369000,56246,3.0,0,1,18.6,1197,114.0,5.0,85.8,12,317275.79400000005,17,122
Maruti Swift LXI,277000,55403,3.0,0,1,18.6,1197,114.0,5.0,85.8,13,238171.80200000003,17,122
Maruti Alto K10 VXI,265000,67000,3.0,0,1,23.95,998,90.0,5.0,67.05,9,242134.35840000003,17,10
Hyundai Verna 1.6 VTVT,400000,70000,3.0,0,1,17.01,1591,154.9,5.0,121.3,11,297030.80000000005,9,132
Hyundai Elite i20 Petrol Sportz,667000,7500,3.0,0,1,18.6,1197,114.73,5.0,81.86,5,667000.0,9,50
Tata New Safari DICOR 2.2 EX 4x2,300000,80000,2.0,0,2,11.57,2179,320.0,7.0,138.1,13,200951.46225,23,89
Hyundai i20 Sportz Option 1.2,590000,70000,3.0,0,2,18.6,1197,114.7,5.0,81.83,10,512722.9800000001,9,148
Hyundai i10 Era,142000,49200,3.0,0,2,19.81,1086,99.04,5.0,68.05,14,137112.36000000004,9,147
Honda City i-VTEC VX,850000,40000,3.0,0,1,17.4,1497,145.0,5.0,117.6,7,850000.0,8,32
Honda Mobilio V i DTEC,600000,40000,2.0,0,2,24.2,1498,200.0,7.0,98.6,10,600000.0,8,87
Chevrolet Beat LS,200000,70000,3.0,0,1,18.6,1199,108.0,5.0,79.4,11,171965.20000000004,3,21
Hyundai Creta 1.6 CRDi SX,900000,110000,2.0,0,1,19.67,1582,259.9,5.0,126.2,8,611136.9,9,37
Maruti Alto K10 VXI,220000,100000,3.0,0,1,23.95,998,90.0,5.0,67.05,10,201017.20320000005,17,10
Hyundai Grand i10 1.2 Kappa Sportz AT,650000,10000,3.0,1,2,18.9,1197,113.75,5.0,81.86,6,650000.0,9,66
Toyota Fortuner 2.8 4WD AT BSIV,3100000,70000,2.0,1,1,15.04,2755,450.0,7.0,174.5,7,2963365.0200000005,24,59
Toyota Innova Crysta 2.4 VX MT 8S BSIV,1500000,100600,2.0,0,2,13.68,2393,343.0,8.0,147.8,8,1063860.6825,24,74
Renault Duster 110PS Diesel RxZ,550000,86000,2.0,0,1,19.01,1461,248.0,5.0,108.45,12,408417.3500000001,21,41
Maruti Alto LXi,125000,141000,3.0,0,2,19.7,796,62.0,5.0,46.3,15,85804.95000000001,17,10
Maruti Wagon R VXI BS IV,135000,90000,3.0,0,2,18.9,998,90.0,5.0,67.1,16,92669.34600000002,17,135
Ford Figo 1.2P Titanium Plus MT,550000,44000,3.0,0,1,18.16,1196,112.0,5.0,86.8,8,550000.0,7,57
Maruti Celerio ZXI,385000,25000,3.0,0,1,23.1,998,90.0,5.0,67.04,10,385000.0,17,30
Hyundai Creta 1.6 VTVT S,800000,25000,3.0,0,1,15.29,1591,151.0,5.0,121.3,8,698896.0000000001,9,37
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,780000,35000,2.0,0,1,22.54,1396,219.7,5.0,88.73,8,780000.0,9,148
Maruti Alto LXi BSIII,100000,195000,3.0,0,2,19.7,796,62.0,5.0,46.3,16,68643.96,17,10
Hyundai i20 2015-2017 Sportz 1.4 CRDi,650000,60000,2.0,0,1,22.54,1396,219.7,5.0,88.73,7,613281.2400000001,9,148
Hyundai Verna 1.6 VGT CRDi,425000,100000,2.0,0,2,22.32,1582,259.8,5.0,126.32,12,312204.53250000003,9,132
Fiat Linea 1.3 Multijet Emotion,500000,70000,2.0,0,1,20.4,1248,209.0,5.0,91.7,9,471754.8000000001,5,81
Maruti Celerio ZXI,459999,27000,3.0,0,1,23.1,998,90.0,5.0,67.04,8,459999.0,17,30
Maruti Swift ZXI Plus,578000,5000,3.0,0,1,21.21,1197,113.0,5.0,81.8,4,578000.0,17,122
Maruti Ertiga VDI,550000,110000,2.0,0,2,20.77,1248,200.0,7.0,88.76,12,491214.6855000001,17,53
Honda City Corporate Edition,465000,80000,3.0,0,2,16.8,1497,146.0,5.0,116.3,11,381645.4950000001,8,32
Maruti Swift Dzire VXI 1.2,550000,20000,3.0,0,1,21.21,1197,113.0,5.0,81.8,7,550000.0,17,122
Maruti Alto 800 LXI,270000,20000,3.0,0,1,24.7,796,69.0,5.0,47.3,6,270000.0,17,10
Maruti Swift Dzire AMT VXI BS IV,700000,7800,3.0,1,1,22.0,1197,113.0,5.0,81.8,6,700000.0,17,122
Maruti Swift VXI Optional,500000,20000,3.0,0,1,20.4,1197,113.0,5.0,81.8,7,500000.0,17,122
Tata Hexa XE,1250000,15000,2.0,0,1,17.6,2179,320.0,7.0,147.94,5,1250000.0,23,70
Hyundai i20 Magna,320000,31377,3.0,0,2,18.5,1197,113.7,5.0,82.85,11,308985.60000000003,9,148
Maruti Swift Dzire VDI,700000,50000,2.0,0,1,28.4,1248,190.0,5.0,74.02,6,700000.0,17,122
Maruti Wagon R VXI BS IV,290000,60000,3.0,0,1,20.51,998,90.0,5.0,67.04,9,264977.2224000001,17,135
Toyota Corolla Altis 1.8 VL AT,550000,100000,3.0,1,1,14.53,1794,173.0,5.0,138.1,12,425613.87000000005,24,36
Honda Brio S MT,265000,60000,3.0,0,1,19.4,1198,109.0,5.0,86.8,12,227853.89000000007,8,24
Maruti Baleno Alpha Automatic,830000,5000,3.0,1,1,21.4,1197,115.0,5.0,83.1,6,830000.0,17,20
Tata Safari Storme EX,800000,60000,2.0,0,1,14.1,2179,320.0,7.0,147.94,7,594411.0480000001,23,110
Maruti Alto LXi,160000,25000,3.0,0,2,19.7,796,62.0,5.0,46.3,13,129212.16,17,10
Renault KWID RXT,335000,30000,3.0,0,1,25.17,799,72.0,5.0,53.3,6,335000.0,21,77
Maruti Vitara Brezza VDi Option,775000,75000,2.0,0,1,24.3,1248,200.0,5.0,88.5,7,731219.9400000002,17,133
Hyundai Xcent 1.2 VTVT SX,524000,32000,3.0,0,1,20.14,1197,113.75,5.0,81.86,4,524000.0,9,140
Maruti Alto 800 LXI,245000,40000,3.0,0,1,22.74,796,69.0,5.0,47.3,9,245000.0,17,10
Hyundai i20 Active 1.4 SX with AVN,610000,50000,2.0,0,2,21.19,1396,219.66,5.0,88.73,9,610000.0,9,148
Maruti Ertiga ZDI,684000,60000,2.0,0,2,20.77,1248,200.0,7.0,88.8,10,646827.2949600001,17,53
Maruti Ertiga ZDI,680000,64000,2.0,0,2,20.77,1248,200.0,7.0,88.8,10,643044.6792000001,17,53
Renault Duster 85PS Diesel RxE,500000,120000,2.0,0,1,20.45,1461,200.0,5.0,83.8,10,471754.8000000001,21,41
Renault Duster 85PS Diesel RxE,520000,120000,2.0,0,1,20.45,1461,200.0,5.0,83.8,10,490624.99200000014,21,41
Ford Freestyle Trend Diesel BSIV,675000,60000,2.0,0,1,24.4,1498,215.0,5.0,98.63,6,636868.9800000001,7,60
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,1350000,81500,2.0,1,2,14.84,2143,400.0,5.0,167.62,13,997202.7450000003,18,89
Maruti Swift Dzire VXI 1.2,675000,5000,3.0,0,1,21.21,1197,113.0,5.0,81.8,5,675000.0,17,122
Ford Ecosport 1.5 Diesel Titanium,725000,30000,2.0,0,1,21.7,1498,215.0,5.0,98.96,8,725000.0,7,47
Hyundai Creta 1.6 CRDi AT SX Plus,1100000,67000,2.0,1,1,17.01,1582,259.9,5.0,126.2,7,864883.8000000003,9,37
Hyundai i20 1.4 Asta Option,670000,48000,2.0,0,1,22.54,1396,219.7,5.0,88.73,7,670000.0,9,148
Hyundai i20 1.4 Sportz,780000,35000,2.0,0,1,22.54,1396,219.7,5.0,88.73,6,780000.0,9,148
Maruti Ciaz 1.3 Alpha,720000,60000,2.0,0,1,28.09,1248,200.0,5.0,88.5,7,679326.9120000001,17,31
Maruti Swift VXI BSIV,610000,52000,3.0,0,1,22.0,1197,113.0,5.0,81.8,6,610000.0,17,122
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,600000,29000,2.0,0,1,22.0,1498,250.0,5.0,108.495,7,600000.0,25,12
Renault Duster 85PS Diesel RxL,535000,50000,2.0,0,1,19.87,1461,200.0,5.0,83.8,8,467386.7000000001,21,41
Hyundai i10 Magna,142000,110000,3.0,0,1,20.36,1197,111.7,5.0,78.9,15,142000.0,9,147
Maruti Baleno Sigma 1.2,515000,23000,3.0,0,1,21.4,1197,115.0,5.0,83.1,7,515000.0,17,20
Hyundai Creta 1.4 CRDi Base,957000,60000,2.0,0,1,21.38,1396,219.7,5.0,88.7,7,902938.6872000002,9,37
Maruti Swift Dzire VDI,605000,127000,2.0,0,1,28.4,1248,190.0,5.0,74.02,7,570823.3080000001,17,122
Tata Manza Club Class Quadrajet90 EX,316000,140000,2.0,0,1,21.02,1248,200.0,5.0,88.76,11,281585.1984,23,85
Maruti Swift Dzire Vdi BSIV,265000,60000,2.0,0,1,19.3,1248,190.0,5.0,73.9,13,196782.90500000003,17,122
Hyundai i10 Era,160000,35000,3.0,0,1,19.81,1086,99.04,5.0,68.05,15,160000.0,9,147
Honda City V MT,480000,42462,3.0,0,1,16.8,1497,146.0,5.0,116.3,11,480000.0,8,32
Maruti Ignis 1.2 Delta BSIV,480000,20375,3.0,0,1,20.89,1197,113.0,5.0,81.8,6,480000.0,17,71
Ford Figo Titanium Blu,700000,3177,3.0,0,1,18.5,1194,119.0,5.0,94.93,5,700000.0,7,57
Hyundai Grand i10 Magna,400000,39414,3.0,0,1,18.9,1197,113.75,5.0,81.86,9,400000.0,9,66
Hyundai EON Magna Plus Option,250000,44588,3.0,0,1,21.1,814,74.5,5.0,55.2,12,250000.0,9,44
Maruti Celerio ZXI,400000,49907,3.0,0,1,21.63,998,90.0,5.0,67.04,9,400000.0,17,30
Maruti Swift VXI,371000,67082,3.0,0,2,21.21,1197,113.0,5.0,81.8,11,365394.7836,17,122
Ford EcoSport 1.5 Diesel Titanium BSIV,570000,112879,2.0,0,2,23.0,1498,205.0,5.0,98.96,8,513354.99600000004,7,46
Honda Brio S MT,300000,80000,3.0,0,2,19.4,1198,109.0,5.0,86.8,11,246222.9,8,24
Hyundai i20 1.2 Asta,620000,25000,3.0,0,1,18.6,1197,114.7,5.0,81.83,7,620000.0,9,148
Honda City i-VTEC V,949000,10200,3.0,0,1,17.4,1497,145.0,5.0,117.6,6,949000.0,8,32
Maruti Celerio VXI,350000,20000,3.0,0,2,23.1,998,90.0,5.0,67.04,7,339181.92000000004,17,30
Hyundai EON Magna Plus,235000,40000,3.0,0,2,21.1,814,74.5,5.0,55.2,11,227736.43200000003,9,44
Maruti Swift VXI Optional,500000,60000,3.0,0,1,20.4,1197,113.0,5.0,81.8,8,500000.0,17,122
Maruti Alto LXi,220000,111000,3.0,0,1,19.7,796,62.0,5.0,46.3,12,158207.98400000005,17,10
Maruti Alto K10 2010-2014 VXI,160000,100000,3.0,0,3,20.92,998,90.0,5.0,67.1,14,119244.36480000001,17,10
Maruti Alto K10 2010-2014 VXI,160000,100000,3.0,0,3,20.92,998,90.0,5.0,67.1,14,119244.36480000001,17,10
Hyundai EON 1.0 Era Plus,339000,25000,3.0,0,1,20.3,998,94.14,5.0,68.05,7,339000.0,9,44
Ford Fiesta Classic 1.6 Duratec CLXI,229999,100000,3.0,0,1,15.3,1596,146.0,5.0,99.6,13,170791.96742300002,7,56
Hyundai Xcent 1.2 CRDi E Plus,470000,25000,2.0,0,1,25.4,1186,190.24,5.0,73.97,6,470000.0,9,140
Ford Aspire Titanium BSIV,575000,20000,3.0,0,1,19.4,1194,120.0,5.0,94.93,5,575000.0,7,14
Maruti Wagon R VXI BS IV,350000,15000,3.0,0,1,20.51,998,90.0,5.0,67.04,10,350000.0,17,135
Lexus ES 300h,5150000,20000,3.0,1,1,22.37,2487,202.0,5.0,214.56,5,5150000.0,15,45
Tata Safari Storme EX,503000,110000,2.0,0,1,14.1,2179,320.0,7.0,147.94,9,373735.94643,23,110
Toyota Camry 2.5 Hybrid,2000000,68089,3.0,1,1,19.16,2494,213.0,5.0,157.7,8,2000000.0,24,27
Maruti Wagon R LXI,225000,58343,3.0,0,1,21.79,998,90.0,5.0,67.05,11,194164.34400000007,17,135
Honda Jazz VX,550000,56494,3.0,0,1,18.2,1199,110.0,5.0,88.7,8,500722.2000000001,8,75
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,2.0,0,2,12.99,2494,200.0,7.0,100.6,11,502378.655625,24,74
Maruti Swift AMT VVT VXI,650000,5621,3.0,1,1,22.0,1197,113.0,5.0,81.8,5,650000.0,17,122
Toyota Etios VX,625000,25538,3.0,0,1,16.78,1496,132.0,5.0,88.73,7,625000.0,24,54
